gid,id,team,p_ipouts,p_bfp,p_er,p_w,p_k,p_gs,date,number,gametype
DET201107290,chatt001,ANA,16,26,6,2,2,1,20110729,0,regular
DET201107290,porcr001,DET,24,27,2,0,6,1,20110729,0,regular
LAN201107290,collj001,ARI,11,22,5,2,1,1,20110729,0,regular
LAN201107290,lillt001,LAN,15,21,2,2,1,1,20110729,0,regular
MIL201107290,lylej001,HOU,18,22,2,0,3,1,20110729,0,regular
MIL201107290,wolfr001,MIL,21,28,0,3,5,1,20110729,0,regular
NYA201107290,guthj001,BAL,21,27,1,3,5,1,20110729,0,regular
NYA201107290,burna001,NYA,24,32,4,2,10,1,20110729,0,regular
OAK201107290,lirif001,MIN,21,27,2,2,4,1,20110729,0,regular
OAK201107290,gonzg003,OAK,16,28,4,3,5,1,20110729,0,regular
PHI201107290,mortc002,PIT,12,27,6,4,4,1,20110729,0,regular
PHI201107290,hallr001,PHI,21,22,0,0,5,1,20110729,0,regular
SDN201107290,hammj002,COL,19,27,2,3,5,1,20110729,0,regular
SDN201107290,staut001,SDN,21,28,3,1,3,1,20110729,0,regular
SEA201107290,niemj001,TBA,20,27,0,3,11,1,20110729,0,regular
SEA201107290,bedae001,SEA,4,11,5,4,2,1,20110729,0,regular
SLN201107290,garzm001,CHN,17,27,6,2,3,1,20110729,0,regular
SLN201107290,jacke001,SLN,21,28,1,2,4,1,20110729,0,regular
TOR201107290,ogana001,TEX,17,25,3,4,4,1,20110729,0,regular
TOR201107290,cecib001,TOR,21,28,1,1,6,1,20110729,0,regular
WAS201107290,gee-d001,NYN,20,30,2,4,5,1,20110729,0,regular
WAS201107290,wangc001,WAS,12,20,4,1,2,1,20110729,0,regular
ATL201107300,sanca004,FLO,15,24,4,1,5,1,20110730,0,regular
ATL201107300,hudst001,ATL,21,25,1,0,5,1,20110730,0,regular
CHA201107300,lestj001,BOS,24,28,2,1,8,1,20110730,0,regular
CHA201107300,humbp001,CHA,14,22,4,2,4,1,20110730,0,regular
CIN201107300,bumgm001,SFN,12,24,5,3,4,1,20110730,0,regular
CIN201107300,leakm001,CIN,19,29,1,0,7,1,20110730,0,regular
CLE201107300,paulf001,KCA,18,21,0,2,4,1,20110730,0,regular
CLE201107300,mastj001,CLE,24,32,2,1,5,1,20110730,0,regular
DET201107300,hared001,ANA,27,32,1,1,1,1,20110730,0,regular
DET201107300,turnj002,DET,16,23,2,3,6,1,20110730,0,regular
LAN201107300,owinm001,ARI,15,22,4,1,2,1,20110730,0,regular
LAN201107300,billc001,LAN,17,29,6,5,4,1,20110730,0,regular
MIL201107300,happj001,HOU,15,26,2,0,6,1,20110730,0,regular
MIL201107300,gally001,MIL,21,25,0,0,7,1,20110730,0,regular
NYA201107301,tillc001,BAL,13,23,5,1,6,1,20110730,1,regular
NYA201107301,colob001,NYA,15,24,2,2,6,1,20110730,1,regular
NYA201107302,britz001,BAL,1,10,6,1,1,1,20110730,2,regular
NYA201107302,novai001,NYA,21,28,2,1,6,1,20110730,2,regular
OAK201107300,blacn001,MIN,13,26,6,5,2,1,20110730,0,regular
OAK201107300,moscg001,OAK,19,25,2,1,2,1,20110730,0,regular
PHI201107300,mcdoj004,PIT,15,28,5,2,5,1,20110730,0,regular
PHI201107300,lee-c003,PHI,23,33,4,2,11,1,20110730,0,regular
SDN201107300,jimeu001,COL,3,9,4,4,2,1,20110730,0,regular
SDN201107300,haraa001,SDN,17,25,6,2,6,1,20110730,0,regular
SEA201107300,cobba001,TBA,19,25,3,1,9,1,20110730,0,regular
SEA201107300,pinem001,SEA,19,24,1,4,10,1,20110730,0,regular
SLN201107300,loper001,CHN,13,22,6,3,2,1,20110730,0,regular
SLN201107300,lohsk001,SLN,15,21,0,2,3,1,20110730,0,regular
TOR201107300,holld003,TEX,27,31,0,1,5,1,20110730,0,regular
TOR201107300,millb001,TOR,21,29,2,2,5,1,20110730,0,regular
WAS201107300,dickr001,NYN,18,24,3,2,1,1,20110730,0,regular
WAS201107300,mayay001,WAS,16,22,0,0,0,1,20110730,0,regular
ATL201107310,nolar001,FLO,20,30,1,0,4,1,20110731,0,regular
ATL201107310,hanst001,ATL,18,27,3,4,7,1,20110731,0,regular
CHA201107310,milla002,BOS,17,30,3,1,8,1,20110731,0,regular
CHA201107310,buehm001,CHA,18,25,2,3,2,1,20110731,0,regular
CIN201107310,zitob001,SFN,15,24,5,2,4,1,20110731,0,regular
CIN201107310,cuetj001,CIN,27,30,0,1,6,1,20110731,0,regular
CLE201107310,duffd001,KCA,15,24,2,3,6,1,20110731,0,regular
CLE201107310,carmf001,CLE,22,30,4,3,2,1,20110731,0,regular
DET201107310,weavj003,ANA,20,25,3,1,8,1,20110731,0,regular
DET201107310,verlj001,DET,24,29,0,2,9,1,20110731,0,regular
LAN201107310,saunj001,ARI,23,30,2,0,3,1,20110731,0,regular
LAN201107310,delar003,LAN,12,19,3,4,6,1,20110731,0,regular
MIL201107310,myerb001,HOU,18,25,3,0,6,1,20110731,0,regular
MIL201107310,narvc001,MIL,20,26,3,3,4,1,20110731,0,regular
NYA201107310,arrij001,BAL,15,27,2,6,4,1,20110731,0,regular
NYA201107310,garcf002,NYA,18,24,2,2,6,1,20110731,0,regular
OAK201107310,pavac001,MIN,12,22,7,2,1,1,20110731,0,regular
OAK201107310,mccab001,OAK,18,26,3,0,9,1,20110731,0,regular
PHI201107310,karsj001,PIT,21,29,3,2,5,1,20110731,0,regular
PHI201107310,worlv001,PHI,18,25,4,0,7,1,20110731,0,regular
SDN201107310,nicaj001,COL,21,28,1,2,10,1,20110731,0,regular
SDN201107310,leblw001,SDN,18,29,3,2,6,1,20110731,0,regular
SEA201107310,hellj001,TBA,21,27,1,1,2,1,20110731,0,regular
SEA201107310,vargj001,SEA,16,27,4,1,6,1,20110731,0,regular
SLN201107310,dempr002,CHN,18,26,3,1,6,1,20110731,0,regular
SLN201107310,westj001,SLN,18,24,4,3,3,1,20110731,0,regular
TOR201107310,wilsc004,TEX,11,20,5,3,2,1,20110731,0,regular
TOR201107310,morrb001,TOR,21,28,2,2,11,1,20110731,0,regular
WAS201107310,niesj001,NYN,16,24,2,0,6,1,20110731,0,regular
WAS201107310,zimmj003,WAS,18,24,0,1,6,1,20110731,0,regular
BOS201108010,tomlj001,CLE,18,27,5,0,2,1,20110801,0,regular
BOS201108010,lackj001,BOS,20,27,5,0,5,1,20110801,0,regular
CHA201108010,sabac001,NYA,24,31,2,0,6,1,20110801,0,regular
CHA201108010,peavj001,CHA,21,28,3,1,4,1,20110801,0,regular
COL201108010,hamec001,PHI,18,25,2,1,5,1,20110801,0,regular
COL201108010,chacj001,COL,22,29,1,2,2,1,20110801,0,regular
HOU201108010,arrob001,CIN,24,30,3,2,3,1,20110801,0,regular
HOU201108010,norrb001,HOU,15,26,3,3,2,1,20110801,0,regular
MIL201108010,carpc002,SLN,15,24,5,2,6,1,20110801,0,regular
MIL201108010,greiz001,MIL,18,25,2,1,5,1,20110801,0,regular
NYN201108010,vazqj001,FLO,21,27,1,1,2,1,20110801,0,regular
NYN201108010,pelfm001,NYN,18,27,2,3,3,1,20110801,0,regular
PIT201108010,zambc001,CHN,18,25,1,3,5,1,20110801,0,regular
PIT201108010,mahop002,PIT,18,26,4,3,3,1,20110801,0,regular
SDN201108010,kersc001,LAN,27,33,2,2,4,1,20110801,0,regular
SDN201108010,luebc001,SDN,22,30,5,0,3,1,20110801,0,regular
SEA201108010,cahit001,OAK,12,26,7,2,2,1,20110801,0,regular
SEA201108010,beavb001,SEA,20,29,3,2,3,1,20110801,0,regular
SFN201108010,kenni001,ARI,24,30,2,1,7,1,20110801,0,regular
SFN201108010,cainm001,SFN,17,28,5,3,5,1,20110801,0,regular
WAS201108010,jurrj001,ATL,15,24,5,2,1,1,20110801,0,regular
WAS201108010,hernl003,WAS,18,21,1,0,3,1,20110801,0,regular
ANA201108020,duenb001,MIN,18,27,5,2,3,1,20110802,0,regular
ANA201108020,sante001,ANA,27,36,1,2,7,1,20110802,0,regular
BOS201108020,huffd001,CLE,15,21,0,2,6,1,20110802,0,regular
BOS201108020,beckj002,BOS,18,24,2,0,7,1,20110802,0,regular
CHA201108020,hughp001,NYA,18,20,0,0,4,1,20110802,0,regular
CHA201108020,dankj001,CHA,18,27,4,1,5,1,20110802,0,regular
COL201108020,kendk001,PHI,24,29,0,2,7,1,20110802,0,regular
COL201108020,cooka002,COL,12,18,4,1,2,1,20110802,0,regular
DET201108020,lewic001,TEX,12,25,4,3,3,1,20110802,0,regular
DET201108020,schem001,DET,18,26,2,1,1,1,20110802,0,regular
HOU201108020,bailh001,CIN,24,31,1,3,4,1,20110802,0,regular
HOU201108020,rodrw002,HOU,15,22,5,3,3,1,20110802,0,regular
KCA201108020,simoa001,BAL,21,26,1,1,3,1,20110802,0,regular
KCA201108020,chenb001,KCA,14,25,3,4,2,1,20110802,0,regular
MIL201108020,garcj004,SLN,15,26,3,0,6,1,20110802,0,regular
MIL201108020,marcs001,MIL,18,27,6,1,2,1,20110802,0,regular
NYN201108020,handb001,FLO,15,22,2,1,4,1,20110802,0,regular
NYN201108020,capuc001,NYN,18,24,2,2,5,1,20110802,0,regular
PIT201108020,wellr001,CHN,18,24,2,1,7,1,20110802,0,regular
PIT201108020,corrk001,PIT,6,16,8,0,2,1,20110802,0,regular
SDN201108020,kuroh001,LAN,21,27,0,2,8,1,20110802,0,regular
SDN201108020,latom001,SDN,21,24,1,0,6,1,20110802,0,regular
SEA201108020,hardr001,OAK,17,26,4,3,7,1,20110802,0,regular
SEA201108020,hernf002,SEA,19,27,2,3,9,1,20110802,0,regular
SFN201108020,hudsd001,ARI,24,29,1,1,5,1,20110802,0,regular
SFN201108020,linct001,SFN,21,26,2,3,8,1,20110802,0,regular
TBA201108020,romer002,TOR,24,29,1,4,7,1,20110802,0,regular
TBA201108020,pricd001,TBA,20,26,3,2,6,1,20110802,0,regular
WAS201108020,lowed001,ATL,12,25,7,2,3,1,20110802,0,regular
WAS201108020,lannj001,WAS,20,30,3,1,8,1,20110802,0,regular
ANA201108030,bakes002,MIN,9,15,3,1,2,1,20110803,0,regular
ANA201108030,pinej001,ANA,13,21,7,1,2,1,20110803,0,regular
BOS201108030,carrc003,CLE,21,31,3,3,5,1,20110803,0,regular
BOS201108030,waket001,BOS,20,28,3,2,6,1,20110803,0,regular
CHA201108030,burna001,NYA,13,26,7,0,3,1,20110803,0,regular
CHA201108030,floyg001,CHA,7,18,10,1,2,1,20110803,0,regular
COL201108030,hallr001,PHI,21,28,4,1,7,1,20110803,0,regular
COL201108030,hammj002,COL,15,27,6,4,4,1,20110803,0,regular
DET201108030,harrm001,TEX,18,27,4,3,3,1,20110803,0,regular
DET201108030,fistd001,DET,21,29,2,0,0,1,20110803,0,regular
HOU201108030,willd003,CIN,18,26,2,1,2,1,20110803,0,regular
HOU201108030,lylej001,HOU,21,28,3,0,3,1,20110803,0,regular
KCA201108030,guthj001,BAL,21,32,6,3,2,1,20110803,0,regular
KCA201108030,hochl001,KCA,22,26,1,1,7,1,20110803,0,regular
MIL201108030,jacke001,SLN,21,35,8,1,6,1,20110803,0,regular
MIL201108030,wolfr001,MIL,18,28,5,2,2,1,20110803,0,regular
PIT201108030,garzm001,CHN,21,27,0,2,7,1,20110803,0,regular
PIT201108030,mortc002,PIT,21,27,0,2,7,1,20110803,0,regular
SDN201108030,lillt001,LAN,18,23,1,1,7,1,20110803,0,regular
SDN201108030,staut001,SDN,19,26,0,1,2,1,20110803,0,regular
SEA201108030,gonzg003,OAK,19,31,6,4,9,1,20110803,0,regular
SEA201108030,furbc001,SEA,15,16,1,0,3,1,20110803,0,regular
SFN201108030,marqj001,ARI,12,24,7,1,1,1,20110803,0,regular
SFN201108030,voger001,SFN,18,27,1,3,7,1,20110803,0,regular
TBA201108030,villc001,TOR,8,19,8,0,1,1,20110803,0,regular
TBA201108030,shiej002,TBA,22,28,1,3,6,1,20110803,0,regular
WAS201108030,beacb001,ATL,15,23,4,1,4,1,20110803,0,regular
WAS201108030,wangc001,WAS,15,23,2,1,0,1,20110803,0,regular
ANA201108040,lirif001,MIN,15,26,7,2,5,1,20110804,0,regular
ANA201108040,hared001,ANA,24,28,1,0,6,1,20110804,0,regular
BOS201108040,mastj001,CLE,18,26,3,1,9,1,20110804,0,regular
BOS201108040,bedae001,BOS,15,21,3,0,5,1,20110804,0,regular
CHA201108040,novai001,NYA,23,27,1,0,10,1,20110804,0,regular
CHA201108040,humbp001,CHA,19,26,4,2,3,1,20110804,0,regular
COL201108040,detwr001,WAS,15,21,2,3,1,1,20110804,0,regular
COL201108040,rogee002,COL,17,27,1,2,6,1,20110804,0,regular
DET201108040,ogana001,TEX,19,26,2,0,7,1,20110804,0,regular
DET201108040,pennb002,DET,20,33,4,3,0,1,20110804,0,regular
FLO201108040,lohsk001,SLN,9,18,3,3,1,1,20110804,0,regular
FLO201108040,hensc002,FLO,7,15,6,3,1,1,20110804,0,regular
KCA201108040,britz001,BAL,16,29,4,0,3,1,20110804,0,regular
KCA201108040,franj003,KCA,15,25,4,0,3,1,20110804,0,regular
PIT201108040,loper001,CHN,12,20,6,2,0,1,20110804,0,regular
PIT201108040,mcdoj004,PIT,21,26,4,0,3,1,20110804,0,regular
SFN201108040,lee-c003,PHI,27,33,0,0,8,1,20110804,0,regular
SFN201108040,bumgm001,SFN,24,28,2,2,9,1,20110804,0,regular
TBA201108040,cecib001,TOR,18,26,3,3,4,1,20110804,0,regular
TBA201108040,daviw001,TBA,23,30,3,3,4,1,20110804,0,regular
ANA201108050,vargj001,SEA,18,27,0,1,3,1,20110805,0,regular
ANA201108050,weavj003,ANA,27,31,0,1,8,1,20110805,0,regular
ARI201108050,billc001,LAN,18,27,3,2,2,1,20110805,0,regular
ARI201108050,collj001,ARI,7,16,6,1,1,1,20110805,0,regular
BAL201108050,millb001,TOR,16,24,3,4,5,1,20110805,0,regular
BAL201108050,huntt002,BAL,12,21,4,0,1,1,20110805,0,regular
BOS201108050,colob001,NYA,14,20,2,1,2,1,20110805,0,regular
BOS201108050,lestj001,BOS,18,24,3,4,7,1,20110805,0,regular
CHN201108050,leakm001,CIN,18,27,3,3,5,1,20110805,0,regular
CHN201108050,dempr002,CHN,18,28,2,6,5,1,20110805,0,regular
COL201108050,zimmj003,WAS,17,23,2,2,8,1,20110805,0,regular
COL201108050,nicaj001,COL,3,7,2,0,1,1,20110805,0,regular
FLO201108050,westj001,SLN,18,25,2,3,4,1,20110805,0,regular
FLO201108050,sanca004,FLO,22,32,3,2,7,1,20110805,0,regular
HOU201108050,gally001,MIL,24,29,1,1,6,1,20110805,0,regular
HOU201108050,happj001,HOU,12,23,6,3,2,1,20110805,0,regular
KCA201108050,porcr001,DET,19,24,3,0,4,1,20110805,0,regular
KCA201108050,paulf001,KCA,20,27,3,2,7,1,20110805,0,regular
MIN201108050,buehm001,CHA,24,29,0,0,3,1,20110805,0,regular
MIN201108050,blacn001,MIN,16,30,4,6,1,1,20110805,0,regular
NYN201108050,hudst001,ATL,21,28,1,2,2,1,20110805,0,regular
NYN201108050,dickr001,NYN,21,26,2,0,5,1,20110805,0,regular
PIT201108050,haraa001,SDN,15,28,4,3,1,1,20110805,0,regular
PIT201108050,karsj001,PIT,10,21,9,1,2,1,20110805,0,regular
SFN201108050,worlv001,PHI,21,28,2,1,6,1,20110805,0,regular
SFN201108050,sancj002,SFN,14,21,5,2,4,1,20110805,0,regular
TBA201108050,moscg001,OAK,14,23,4,3,3,1,20110805,0,regular
TBA201108050,niemj001,TBA,26,34,4,1,8,1,20110805,0,regular
TEX201108050,jimeu001,CLE,15,25,5,3,7,1,20110805,0,regular
TEX201108050,holld003,TEX,5,13,4,1,1,1,20110805,0,regular
ANA201108060,beavb001,SEA,24,31,1,0,2,1,20110806,0,regular
ANA201108060,chatt001,ANA,19,27,5,1,6,1,20110806,0,regular
ARI201108060,eovan001,LAN,15,20,2,2,7,1,20110806,0,regular
ARI201108060,saunj001,ARI,16,24,3,1,4,1,20110806,0,regular
BAL201108060,morrb001,TOR,23,30,3,1,6,1,20110806,0,regular
BAL201108060,tillc001,BAL,21,25,2,1,5,1,20110806,0,regular
BOS201108060,sabac001,NYA,18,27,7,1,6,1,20110806,0,regular
BOS201108060,lackj001,BOS,18,27,3,2,5,1,20110806,0,regular
CHN201108060,cuetj001,CIN,11,22,5,3,2,1,20110806,0,regular
CHN201108060,zambc001,CHN,18,28,3,4,6,1,20110806,0,regular
COL201108060,hernl003,WAS,11,22,7,0,0,1,20110806,0,regular
COL201108060,chacj001,COL,15,24,3,5,4,1,20110806,0,regular
FLO201108060,carpc002,SLN,20,27,1,2,7,1,20110806,0,regular
FLO201108060,nolar001,FLO,21,33,2,1,3,1,20110806,0,regular
HOU201108060,narvc001,MIL,16,23,4,2,4,1,20110806,0,regular
HOU201108060,myerb001,HOU,18,32,5,1,5,1,20110806,0,regular
KCA201108060,verlj001,DET,21,27,3,2,8,1,20110806,0,regular
KCA201108060,duffd001,KCA,15,23,3,3,4,1,20110806,0,regular
MIN201108060,stewz001,CHA,19,27,1,1,2,1,20110806,0,regular
MIN201108060,pavac001,MIN,24,34,1,1,5,1,20110806,0,regular
NYN201108060,hanst001,ATL,10,20,7,2,5,1,20110806,0,regular
NYN201108060,niesj001,NYN,15,27,5,2,6,1,20110806,0,regular
PIT201108060,luebc001,SDN,21,25,1,0,9,1,20110806,0,regular
PIT201108060,mahop002,PIT,20,30,7,1,5,1,20110806,0,regular
SFN201108060,hamec001,PHI,27,32,1,0,5,1,20110806,0,regular
SFN201108060,cainm001,SFN,24,28,1,2,8,1,20110806,0,regular
TBA201108060,mccab001,OAK,24,29,0,0,5,1,20110806,0,regular
TBA201108060,cobba001,TBA,13,23,5,4,4,1,20110806,0,regular
TEX201108060,carmf001,CLE,19,29,2,1,2,1,20110806,0,regular
TEX201108060,wilsc004,TEX,20,27,2,2,9,1,20110806,0,regular
ANA201108070,hernf002,SEA,24,28,2,0,12,1,20110807,0,regular
ANA201108070,sante001,ANA,25,31,1,1,7,1,20110807,0,regular
ARI201108070,kersc001,LAN,19,27,4,3,7,1,20110807,0,regular
ARI201108070,kenni001,ARI,21,26,3,1,3,1,20110807,0,regular
BAL201108070,romer002,TOR,24,28,2,0,5,1,20110807,0,regular
BAL201108070,simoa001,BAL,17,27,4,0,3,1,20110807,0,regular
BOS201108070,garcf002,NYA,15,22,1,3,1,1,20110807,0,regular
BOS201108070,beckj002,BOS,18,25,1,2,5,1,20110807,0,regular
CHN201108070,arrob001,CIN,18,26,4,3,4,1,20110807,0,regular
CHN201108070,wellr001,CHN,21,29,6,1,1,1,20110807,0,regular
COL201108070,lannj001,WAS,18,27,1,4,3,1,20110807,0,regular
COL201108070,cooka002,COL,20,27,2,3,4,1,20110807,0,regular
FLO201108070,garcj004,SLN,15,23,2,3,5,1,20110807,0,regular
FLO201108070,vazqj001,FLO,18,25,1,3,6,1,20110807,0,regular
HOU201108070,greiz001,MIL,21,26,1,3,6,1,20110807,0,regular
HOU201108070,norrb001,HOU,15,25,6,1,2,1,20110807,0,regular
KCA201108070,schem001,DET,15,21,4,1,5,1,20110807,0,regular
KCA201108070,chenb001,KCA,15,19,3,0,5,1,20110807,0,regular
MIN201108070,peavj001,CHA,24,27,0,0,6,1,20110807,0,regular
MIN201108070,duenb001,MIN,19,28,4,1,4,1,20110807,0,regular
NYN201108070,minom001,ATL,17,26,4,2,5,1,20110807,0,regular
NYN201108070,gee-d001,NYN,15,27,5,3,4,1,20110807,0,regular
PIT201108070,latom001,SDN,21,25,2,1,7,1,20110807,0,regular
PIT201108070,corrk001,PIT,17,25,4,4,3,1,20110807,0,regular
SFN201108070,oswar001,PHI,18,30,3,2,4,1,20110807,0,regular
SFN201108070,linct001,SFN,23,32,1,1,5,1,20110807,0,regular
TBA201108070,cahit001,OAK,18,27,3,2,5,1,20110807,0,regular
TBA201108070,pricd001,TBA,14,24,4,3,7,1,20110807,0,regular
TEX201108070,tomlj001,CLE,21,25,2,3,4,1,20110807,0,regular
TEX201108070,lewic001,TEX,22,28,3,1,3,1,20110807,0,regular
ARI201108080,rodrw002,HOU,18,24,0,4,5,1,20110808,0,regular
ARI201108080,hudsd001,ARI,9,20,4,0,1,1,20110808,0,regular
BAL201108080,dankj001,CHA,19,27,4,0,7,1,20110808,0,regular
BAL201108080,guthj001,BAL,21,28,4,0,2,1,20110808,0,regular
CIN201108080,hammj002,COL,12,19,6,2,2,1,20110808,0,regular
CIN201108080,bailh001,CIN,9,16,5,0,2,1,20110808,0,regular
FLO201108080,lowed001,ATL,18,25,2,3,3,1,20110808,0,regular
FLO201108080,handb001,FLO,15,27,7,3,3,1,20110808,0,regular
LAN201108080,hallr001,PHI,19,29,1,2,4,1,20110808,0,regular
LAN201108080,kuroh001,LAN,19,29,3,1,4,1,20110808,0,regular
MIN201108080,waket001,BOS,21,28,3,0,4,1,20110808,0,regular
MIN201108080,bakes002,MIN,18,26,5,0,5,1,20110808,0,regular
NYN201108080,staut001,SDN,21,29,4,1,3,1,20110808,0,regular
NYN201108080,pelfm001,NYN,19,29,4,2,4,1,20110808,0,regular
SFN201108080,mortc002,PIT,24,32,0,3,4,1,20110808,0,regular
SFN201108080,voger001,SFN,15,26,5,2,8,1,20110808,0,regular
TBA201108080,hochl001,KCA,21,26,1,2,7,1,20110808,0,regular
TBA201108080,hellj001,TBA,22,31,1,3,7,1,20110808,0,regular
TEX201108080,furbc001,SEA,12,23,6,4,0,1,20110808,0,regular
TEX201108080,harrm001,TEX,21,25,2,0,6,1,20110808,0,regular
ARI201108090,lylej001,HOU,15,26,7,0,2,1,20110809,0,regular
ARI201108090,marqj001,ARI,12,24,4,2,2,1,20110809,0,regular
BAL201108090,floyg001,CHA,20,28,3,1,4,1,20110809,0,regular
BAL201108090,reyej003,BAL,12,19,4,2,0,1,20110809,0,regular
CHN201108090,wangc001,WAS,18,21,0,2,1,1,20110809,0,regular
CHN201108090,garzm001,CHN,18,26,3,2,9,1,20110809,0,regular
CIN201108090,rogee002,COL,18,29,2,2,6,1,20110809,0,regular
CIN201108090,willd003,CIN,24,30,3,1,10,1,20110809,0,regular
CLE201108090,fistd001,DET,6,9,2,0,0,1,20110809,0,regular
CLE201108090,mastj001,CLE,6,11,2,1,2,1,20110809,0,regular
FLO201108090,beacb001,ATL,20,25,2,3,10,1,20110809,0,regular
FLO201108090,hensc002,FLO,17,29,3,4,4,1,20110809,0,regular
LAN201108090,lee-c003,PHI,24,29,0,2,10,1,20110809,0,regular
LAN201108090,lillt001,LAN,24,32,2,1,5,1,20110809,0,regular
MIN201108090,bedae001,BOS,15,22,2,4,6,1,20110809,0,regular
MIN201108090,lirif001,MIN,18,27,3,7,4,1,20110809,0,regular
NYA201108090,hared001,ANA,20,28,4,2,6,1,20110809,0,regular
NYA201108090,burna001,NYA,18,28,4,3,6,1,20110809,0,regular
NYN201108090,leblw001,SDN,18,24,2,1,5,1,20110809,0,regular
NYN201108090,capuc001,NYN,18,27,4,1,3,1,20110809,0,regular
SFN201108090,mcdoj004,PIT,18,24,3,3,4,1,20110809,0,regular
SFN201108090,bumgm001,SFN,21,27,0,1,10,1,20110809,0,regular
SLN201108090,marcs001,MIL,18,27,3,1,3,1,20110809,0,regular
SLN201108090,jacke001,SLN,18,27,2,2,2,1,20110809,0,regular
TBA201108090,franj003,KCA,21,26,4,0,4,1,20110809,0,regular
TBA201108090,shiej002,TBA,27,32,0,3,8,1,20110809,0,regular
TEX201108090,pinem001,SEA,18,25,3,2,4,1,20110809,0,regular
TEX201108090,ogana001,TEX,8,16,6,2,0,1,20110809,0,regular
TOR201108090,hardr001,OAK,21,27,1,2,8,1,20110809,0,regular
TOR201108090,cecib001,TOR,21,28,3,2,5,1,20110809,0,regular
ARI201108100,sosah001,HOU,18,27,4,3,4,1,20110810,0,regular
ARI201108100,collj001,ARI,21,26,2,1,5,1,20110810,0,regular
BAL201108100,humbp001,CHA,18,30,4,1,3,1,20110810,0,regular
BAL201108100,huntt002,BAL,20,27,4,0,2,1,20110810,0,regular
CHN201108100,detwr001,WAS,15,23,3,2,5,1,20110810,0,regular
CHN201108100,loper001,CHN,17,23,1,0,4,1,20110810,0,regular
CIN201108100,millk004,COL,21,27,3,1,6,1,20110810,0,regular
CIN201108100,leakm001,CIN,22,31,2,1,5,1,20110810,0,regular
CLE201108100,porcr001,DET,11,23,8,0,3,1,20110810,0,regular
CLE201108100,jimeu001,CLE,24,31,0,1,6,1,20110810,0,regular
FLO201108100,hudst001,ATL,22,28,2,1,7,1,20110810,0,regular
FLO201108100,sanca004,FLO,5,12,5,0,3,1,20110810,0,regular
LAN201108100,worlv001,PHI,12,21,6,3,6,1,20110810,0,regular
LAN201108100,billc001,LAN,13,23,2,3,0,1,20110810,0,regular
MIN201108100,lestj001,BOS,22,32,4,5,4,1,20110810,0,regular
MIN201108100,blacn001,MIN,20,29,0,2,4,1,20110810,0,regular
NYA201108100,richg002,ANA,15,23,6,2,2,1,20110810,0,regular
NYA201108100,novai001,NYA,18,25,3,3,0,1,20110810,0,regular
NYN201108100,haraa001,SDN,17,28,3,2,5,1,20110810,0,regular
NYN201108100,dickr001,NYN,18,26,3,1,1,1,20110810,0,regular
SFN201108100,karsj001,PIT,18,26,2,0,9,1,20110810,0,regular
SFN201108100,sancj002,SFN,13,21,4,4,6,1,20110810,0,regular
SLN201108100,wolfr001,MIL,24,28,1,0,1,1,20110810,0,regular
SLN201108100,westj001,SLN,24,33,3,5,4,1,20110810,0,regular
TBA201108100,paulf001,KCA,15,21,1,4,1,1,20110810,0,regular
TBA201108100,daviw001,TBA,19,27,4,1,4,1,20110810,0,regular
TEX201108100,vargj001,SEA,21,29,3,4,3,1,20110810,0,regular
TEX201108100,holld003,TEX,18,30,2,5,7,1,20110810,0,regular
TOR201108100,gonzg003,OAK,15,24,4,5,4,1,20110810,0,regular
TOR201108100,alvah001,TOR,17,27,3,1,4,1,20110810,0,regular
ARI201108110,myerb001,HOU,23,31,3,3,4,1,20110811,0,regular
ARI201108110,saunj001,ARI,18,29,5,2,2,1,20110811,0,regular
BAL201108110,buehm001,CHA,24,30,3,0,6,1,20110811,0,regular
BAL201108110,tillc001,BAL,8,19,6,3,3,1,20110811,0,regular
CHN201108110,zimmj003,WAS,20,31,4,2,7,1,20110811,0,regular
CHN201108110,dempr002,CHN,21,24,1,2,6,1,20110811,0,regular
CIN201108110,chacj001,COL,24,33,2,3,9,1,20110811,0,regular
CIN201108110,cuetj001,CIN,21,27,0,2,9,1,20110811,0,regular
CLE201108110,verlj001,DET,21,27,3,3,10,1,20110811,0,regular
CLE201108110,carmf001,CLE,21,30,3,2,6,1,20110811,0,regular
NYA201108110,chatt001,ANA,16,24,2,2,1,1,20110811,0,regular
NYA201108110,colob001,NYA,18,25,2,2,3,1,20110811,0,regular
NYN201108110,luebc001,SDN,15,24,2,4,8,1,20110811,0,regular
NYN201108110,niesj001,NYN,23,32,2,2,7,1,20110811,0,regular
SLN201108110,gally001,MIL,15,23,4,1,3,1,20110811,0,regular
SLN201108110,carpc002,SLN,24,33,2,3,4,1,20110811,0,regular
TBA201108110,duffd001,KCA,21,28,3,3,2,1,20110811,0,regular
TBA201108110,niemj001,TBA,19,30,1,2,2,1,20110811,0,regular
TOR201108110,moscg001,OAK,18,24,1,2,6,1,20110811,0,regular
TOR201108110,millb001,TOR,9,17,6,2,5,1,20110811,0,regular
ARI201108120,gee-d001,NYN,15,21,4,1,3,1,20110812,0,regular
ARI201108120,kenni001,ARI,21,31,1,3,5,1,20110812,0,regular
ATL201108120,zambc001,CHN,13,22,8,0,3,1,20110812,0,regular
ATL201108120,minom001,ATL,17,26,3,1,6,1,20110812,0,regular
BAL201108120,pennb002,DET,16,25,4,1,2,1,20110812,0,regular
