gid,id,team,p_ipouts,p_bfp,p_er,p_w,p_k,p_gs,date,number,gametype
MIN201107150,hochl001,KCA,21,27,1,3,4,1,20110715,0,regular
MIN201107150,blacn001,MIN,21,25,0,2,3,1,20110715,0,regular
NYN201107150,worlv001,PHI,16,23,1,4,4,1,20110715,0,regular
NYN201107150,dickr001,NYN,21,29,4,2,5,1,20110715,0,regular
OAK201107150,hared001,ANA,19,27,4,0,2,1,20110715,0,regular
OAK201107150,mccab001,OAK,16,23,2,1,7,1,20110715,0,regular
SDN201107150,linct001,SFN,18,24,1,3,7,1,20110715,0,regular
SDN201107150,mosed001,SDN,18,26,4,2,3,1,20110715,0,regular
SEA201107150,lewic001,TEX,26,32,0,2,8,1,20110715,0,regular
SEA201107150,fistd001,SEA,23,32,4,2,1,1,20110715,0,regular
TBA201107150,milla002,BOS,8,19,7,5,0,1,20110715,0,regular
TBA201107150,pricd001,TBA,18,23,3,1,7,1,20110715,0,regular
TOR201107150,garcf002,NYA,15,26,5,4,5,1,20110715,0,regular
TOR201107150,morrb001,TOR,20,27,1,2,6,1,20110715,0,regular
ARI201107160,kuroh001,LAN,18,23,3,0,7,1,20110716,0,regular
ARI201107160,kenni001,ARI,21,29,2,3,7,1,20110716,0,regular
ATL201107160,lannj001,WAS,17,24,2,4,4,1,20110716,0,regular
ATL201107160,hanst001,ATL,16,27,5,2,8,1,20110716,0,regular
BAL201107160,carrc003,CLE,21,27,3,2,6,1,20110716,0,regular
BAL201107160,simoa001,BAL,21,24,2,1,5,1,20110716,0,regular
CHN201107160,vazqj001,FLO,21,25,3,0,10,1,20110716,0,regular
CHN201107160,zambc001,CHN,14,24,8,4,6,1,20110716,0,regular
CIN201107160,carpc002,SLN,24,34,1,3,7,1,20110716,0,regular
CIN201107160,arrob001,CIN,20,29,4,2,5,1,20110716,0,regular
COL201107160,greiz001,MIL,18,25,0,2,8,1,20110716,0,regular
COL201107160,chacj001,COL,19,28,5,1,5,1,20110716,0,regular
DET201107160,jacke001,CHA,27,36,0,2,2,1,20110716,0,regular
DET201107160,schem001,DET,24,31,2,0,6,1,20110716,0,regular
HOU201107160,mahop002,PIT,15,24,3,1,3,1,20110716,0,regular
HOU201107160,norrb001,HOU,17,29,4,2,5,1,20110716,0,regular
MIN201107160,franj003,KCA,22,30,4,1,2,1,20110716,0,regular
MIN201107160,pavac001,MIN,21,27,3,1,3,1,20110716,0,regular
NYN201107160,hamec001,PHI,13,25,7,4,3,1,20110716,0,regular
NYN201107160,niesj001,NYN,21,29,1,1,6,1,20110716,0,regular
OAK201107161,weavj003,ANA,20,28,2,2,3,1,20110716,1,regular
OAK201107161,cahit001,OAK,21,30,3,5,8,1,20110716,1,regular
OAK201107162,sante001,ANA,19,29,2,2,6,1,20110716,2,regular
OAK201107162,hardr001,OAK,21,27,3,2,9,1,20110716,2,regular
SDN201107160,zitob001,SFN,11,21,8,4,3,1,20110716,0,regular
SDN201107160,luebc001,SDN,21,25,2,1,5,1,20110716,0,regular
SEA201107160,wilsc004,TEX,21,28,1,3,7,1,20110716,0,regular
SEA201107160,hernf002,SEA,23,30,4,1,6,1,20110716,0,regular
TBA201107160,lackj001,BOS,17,29,3,1,7,1,20110716,0,regular
TBA201107160,shiej002,TBA,18,28,6,3,8,1,20110716,0,regular
TOR201107160,sabac001,NYA,24,29,1,3,8,1,20110716,0,regular
TOR201107160,romer002,TOR,15,24,3,3,7,1,20110716,0,regular
ARI201107170,lillt001,LAN,20,26,4,2,9,1,20110717,0,regular
ARI201107170,hudsd001,ARI,27,32,1,0,3,1,20110717,0,regular
ATL201107170,gorzt001,WAS,6,10,2,3,2,1,20110717,0,regular
ATL201107170,jurrj001,ATL,15,25,6,2,6,1,20110717,0,regular
BAL201107170,gomej002,CLE,16,21,5,0,2,1,20110717,0,regular
BAL201107170,atkim001,BAL,9,18,3,2,3,1,20110717,0,regular
CHN201107170,volsc001,FLO,9,14,4,0,2,1,20110717,0,regular
CHN201107170,wellr001,CHN,18,28,4,3,4,1,20110717,0,regular
CIN201107170,garcj004,SLN,21,28,1,0,6,1,20110717,0,regular
CIN201107170,bailh001,CIN,22,26,1,3,4,1,20110717,0,regular
COL201107170,marcs001,MIL,15,22,2,3,4,1,20110717,0,regular
COL201107170,cooka002,COL,14,26,3,3,1,1,20110717,0,regular
DET201107170,humbp001,CHA,17,24,4,1,8,1,20110717,0,regular
DET201107170,pennb002,DET,20,29,3,1,2,1,20110717,0,regular
HOU201107170,corrk001,PIT,18,24,3,1,4,1,20110717,0,regular
HOU201107170,rodrw002,HOU,17,28,4,3,11,1,20110717,0,regular
MIN201107170,paulf001,KCA,21,27,4,1,8,1,20110717,0,regular
MIN201107170,duenb001,MIN,19,25,3,0,2,1,20110717,0,regular
NYN201107170,kendk001,PHI,21,29,1,3,0,1,20110717,0,regular
NYN201107170,pelfm001,NYN,15,22,4,1,2,1,20110717,0,regular
OAK201107170,pinej001,ANA,1,10,7,4,0,1,20110717,0,regular
OAK201107170,gonzg003,OAK,21,27,0,2,8,1,20110717,0,regular
SDN201107170,cainm001,SFN,18,25,1,2,9,1,20110717,0,regular
SDN201107170,latom001,SDN,21,29,3,1,5,1,20110717,0,regular
SEA201107170,harrm001,TEX,23,28,1,1,4,1,20110717,0,regular
SEA201107170,beavb001,SEA,20,28,3,2,3,1,20110717,0,regular
TBA201107170,beckj002,BOS,24,25,0,0,6,1,20110717,0,regular
TBA201107170,niemj001,TBA,24,28,0,2,10,1,20110717,0,regular
TOR201107170,hughp001,NYA,18,24,2,2,5,1,20110717,0,regular
TOR201107170,villc001,TOR,18,27,5,1,6,1,20110717,0,regular
ARI201107180,wolfr001,MIL,22,29,2,1,3,1,20110718,0,regular
ARI201107180,collj001,ARI,24,26,0,0,7,1,20110718,0,regular
BAL201107180,waket001,BOS,14,25,3,2,3,1,20110718,0,regular
BAL201107180,bergb002,BAL,15,24,4,0,3,1,20110718,0,regular
CHN201107180,hallr001,PHI,12,20,3,1,1,1,20110718,0,regular
CHN201107180,loper001,CHN,20,26,1,0,3,1,20110718,0,regular
COL201107180,lowed001,ATL,19,29,4,2,2,1,20110718,0,regular
COL201107180,hammj002,COL,15,26,4,3,1,1,20110718,0,regular
HOU201107180,marqj001,WAS,24,31,2,1,9,1,20110718,0,regular
HOU201107180,lylej001,HOU,25,30,4,1,6,1,20110718,0,regular
KCA201107180,buehm001,CHA,21,28,2,1,3,1,20110718,0,regular
KCA201107180,davik002,KCA,16,26,2,3,9,1,20110718,0,regular
MIN201107181,huffd001,CLE,21,26,0,2,5,1,20110718,1,regular
MIN201107181,swara001,MIN,18,25,3,0,4,1,20110718,1,regular
MIN201107182,carmf001,CLE,18,26,2,0,1,1,20110718,2,regular
MIN201107182,diams001,MIN,19,29,3,2,1,1,20110718,2,regular
NYN201107180,hensc002,FLO,15,18,0,2,3,1,20110718,0,regular
NYN201107180,capuc001,NYN,23,31,4,2,5,1,20110718,0,regular
PIT201107180,willd003,CIN,14,18,2,1,5,1,20110718,0,regular
PIT201107180,mortc002,PIT,15,22,0,2,3,1,20110718,0,regular
SFN201107180,billc001,LAN,16,25,5,0,4,1,20110718,0,regular
SFN201107180,voger001,SFN,20,27,0,1,5,1,20110718,0,regular
TBA201107180,burna001,NYA,16,29,3,6,4,1,20110718,0,regular
TBA201107180,cobba001,TBA,18,25,1,4,3,1,20110718,0,regular
ANA201107190,ogana001,TEX,24,29,0,3,5,1,20110719,0,regular
ANA201107190,chatt001,ANA,15,24,3,4,1,1,20110719,0,regular
ARI201107190,gally001,MIL,18,23,1,1,6,1,20110719,0,regular
ARI201107190,enrib001,ARI,9,16,6,0,2,1,20110719,0,regular
BAL201107190,weilk001,BOS,18,26,3,3,2,1,20110719,0,regular
BAL201107190,guthj001,BAL,21,27,2,1,4,1,20110719,0,regular
CHN201107190,lee-c003,PHI,18,26,2,0,6,1,20110719,0,regular
CHN201107190,garzm001,CHN,21,28,1,3,5,1,20110719,0,regular
COL201107190,beacb001,ATL,14,27,6,5,3,1,20110719,0,regular
COL201107190,jimeu001,COL,20,28,2,2,9,1,20110719,0,regular
DET201107190,moscg001,OAK,14,25,6,1,3,1,20110719,0,regular
DET201107190,porcr001,DET,18,26,3,0,3,1,20110719,0,regular
FLO201107190,staut001,SDN,18,24,0,2,4,1,20110719,0,regular
FLO201107190,sanca004,FLO,18,25,2,2,7,1,20110719,0,regular
HOU201107190,zimmj003,WAS,15,23,6,0,5,1,20110719,0,regular
HOU201107190,happj001,HOU,17,28,5,4,3,1,20110719,0,regular
KCA201107190,peavj001,CHA,18,26,3,1,5,1,20110719,0,regular
KCA201107190,duffd001,KCA,21,29,2,2,6,1,20110719,0,regular
MIN201107190,mastj001,CLE,23,27,0,0,6,1,20110719,0,regular
MIN201107190,lirif001,MIN,18,26,1,4,5,1,20110719,0,regular
NYN201107190,lohsk001,SLN,17,30,4,3,1,1,20110719,0,regular
NYN201107190,gee-d001,NYN,21,25,2,2,2,1,20110719,0,regular
PIT201107190,leakm001,CIN,18,21,1,2,4,1,20110719,0,regular
PIT201107190,mcdoj004,PIT,19,26,0,3,7,1,20110719,0,regular
SFN201107190,delar003,LAN,15,23,2,0,5,1,20110719,0,regular
SFN201107190,bumgm001,SFN,24,28,3,0,7,1,20110719,0,regular
TBA201107190,colob001,NYA,19,25,1,2,9,1,20110719,0,regular
TBA201107190,hellj001,TBA,21,28,2,1,7,1,20110719,0,regular
TOR201107190,pinem001,SEA,19,28,5,2,6,1,20110719,0,regular
TOR201107190,cecib001,TOR,21,31,5,1,2,1,20110719,0,regular
ANA201107200,holld003,TEX,16,28,7,3,4,1,20110720,0,regular
ANA201107200,hared001,ANA,13,23,7,1,3,1,20110720,0,regular
ARI201107200,narvc001,MIL,21,23,0,0,4,1,20110720,0,regular
ARI201107200,saunj001,ARI,21,27,2,2,2,1,20110720,0,regular
BAL201107200,milla002,BOS,17,24,0,6,3,1,20110720,0,regular
BAL201107200,arrij001,BAL,21,29,3,0,4,1,20110720,0,regular
CHN201107200,worlv001,PHI,24,29,1,2,7,1,20110720,0,regular
CHN201107200,dempr002,CHN,9,18,6,3,5,1,20110720,0,regular
COL201107200,hudst001,ATL,21,28,2,1,5,1,20110720,0,regular
COL201107200,nicaj001,COL,21,27,1,1,4,1,20110720,0,regular
DET201107200,mccab001,OAK,15,22,4,1,4,1,20110720,0,regular
DET201107200,belod001,DET,15,22,1,1,2,1,20110720,0,regular
FLO201107200,haraa001,SDN,16,25,3,3,5,1,20110720,0,regular
FLO201107200,nolar001,FLO,4,15,9,2,3,1,20110720,0,regular
HOU201107200,hernl003,WAS,18,26,2,1,3,1,20110720,0,regular
HOU201107200,myerb001,HOU,21,30,2,2,4,1,20110720,0,regular
KCA201107200,dankj001,CHA,21,27,0,1,6,1,20110720,0,regular
KCA201107200,chenb001,KCA,24,28,1,1,4,1,20110720,0,regular
MIN201107200,tomlj001,CLE,18,24,4,0,2,1,20110720,0,regular
MIN201107200,blacn001,MIN,18,23,1,2,7,1,20110720,0,regular
NYN201107200,mcclk001,SLN,18,26,4,2,2,1,20110720,0,regular
NYN201107200,dickr001,NYN,19,27,4,1,4,1,20110720,0,regular
PIT201107200,cuetj001,CIN,18,26,1,2,4,1,20110720,0,regular
PIT201107200,karsj001,PIT,21,28,1,1,1,1,20110720,0,regular
SFN201107200,kersc001,LAN,24,29,0,1,12,1,20110720,0,regular
SFN201107200,linct001,SFN,21,29,1,4,7,1,20110720,0,regular
TBA201107200,garcf002,NYA,20,29,0,0,7,1,20110720,0,regular
TBA201107200,pricd001,TBA,22,29,2,2,5,1,20110720,0,regular
TOR201107200,vargj001,SEA,9,19,5,5,0,1,20110720,0,regular
TOR201107200,morrb001,TOR,21,31,3,3,7,1,20110720,0,regular
ANA201107210,wilsc004,TEX,24,29,0,1,8,1,20110721,0,regular
ANA201107210,weavj003,ANA,21,29,0,2,6,1,20110721,0,regular
ARI201107210,greiz001,MIL,21,25,2,0,7,1,20110721,0,regular
ARI201107210,kenni001,ARI,21,27,0,2,5,1,20110721,0,regular
COL201107210,hanst001,ATL,18,26,6,1,7,1,20110721,0,regular
COL201107210,chacj001,COL,14,25,5,7,4,1,20110721,0,regular
FLO201107210,mosed001,SDN,18,24,0,0,2,1,20110721,0,regular
FLO201107210,vazqj001,FLO,13,24,5,3,6,1,20110721,0,regular
MIN201107210,verlj001,DET,24,29,1,0,9,1,20110721,0,regular
MIN201107210,pavac001,MIN,18,27,5,1,2,1,20110721,0,regular
NYN201107210,westj001,SLN,24,27,2,1,3,1,20110721,0,regular
NYN201107210,niesj001,NYN,18,25,3,1,7,1,20110721,0,regular
TBA201107210,sabac001,NYA,24,31,2,4,8,1,20110721,0,regular
TBA201107210,shiej002,TBA,23,31,1,3,6,1,20110721,0,regular
TOR201107210,fistd001,SEA,18,29,4,3,4,1,20110721,0,regular
TOR201107210,romer002,TOR,22,30,4,4,9,1,20110721,0,regular
ARI201107220,cooka002,COL,18,27,4,2,1,1,20110722,0,regular
ARI201107220,hudsd001,ARI,19,31,5,1,7,1,20110722,0,regular
BAL201107220,sante001,ANA,23,28,1,1,1,1,20110722,0,regular
BAL201107220,simoa001,BAL,20,28,2,1,3,1,20110722,0,regular
BOS201107220,hernf002,SEA,19,30,6,4,2,1,20110722,0,regular
BOS201107220,lackj001,BOS,21,29,1,0,4,1,20110722,0,regular
CHN201107220,norrb001,HOU,19,27,1,0,5,1,20110722,0,regular
CHN201107220,zambc001,CHN,18,27,2,1,3,1,20110722,0,regular
CIN201107220,jurrj001,ATL,18,25,4,3,9,1,20110722,0,regular
CIN201107220,arrob001,CIN,20,28,4,2,2,1,20110722,0,regular
CLE201107220,floyg001,CHA,23,27,0,0,5,1,20110722,0,regular
CLE201107220,carrc003,CLE,19,30,3,4,6,1,20110722,0,regular
FLO201107220,pelfm001,NYN,18,25,4,4,3,1,20110722,0,regular
FLO201107220,volsc001,FLO,15,27,3,3,4,1,20110722,0,regular
KCA201107220,daviw001,TBA,16,27,5,0,3,1,20110722,0,regular
KCA201107220,hochl001,KCA,16,25,4,3,2,1,20110722,0,regular
LAN201107220,lannj001,WAS,19,27,1,4,6,1,20110722,0,regular
LAN201107220,kuroh001,LAN,19,27,3,3,7,1,20110722,0,regular
MIN201107220,schem001,DET,21,25,1,1,4,1,20110722,0,regular
MIN201107220,duenb001,MIN,14,24,7,1,7,1,20110722,0,regular
NYA201107220,cahit001,OAK,6,17,10,2,2,1,20110722,0,regular
NYA201107220,hughp001,NYA,13,27,7,4,3,1,20110722,0,regular
PHI201107220,luebc001,SDN,15,23,2,1,4,1,20110722,0,regular
PHI201107220,hamec001,PHI,24,27,1,1,10,1,20110722,0,regular
PIT201107220,carpc002,SLN,24,33,4,1,4,1,20110722,0,regular
PIT201107220,mahop002,PIT,18,28,5,2,2,1,20110722,0,regular
SFN201107220,marcs001,MIL,21,24,2,0,5,1,20110722,0,regular
SFN201107220,cainm001,SFN,18,27,3,1,2,1,20110722,0,regular
TEX201107220,reyej003,TOR,13,23,8,1,3,1,20110722,0,regular
TEX201107220,lewic001,TEX,20,25,1,2,5,1,20110722,0,regular
ARI201107230,hammj002,COL,17,31,8,4,7,1,20110723,0,regular
ARI201107230,collj001,ARI,21,27,3,0,4,1,20110723,0,regular
BAL201107230,pinej001,ANA,16,24,3,0,0,1,20110723,0,regular
BAL201107230,bergb002,BAL,18,23,2,2,3,1,20110723,0,regular
BOS201107230,beavb001,SEA,20,28,3,0,4,1,20110723,0,regular
BOS201107230,beckj002,BOS,21,29,1,1,7,1,20110723,0,regular
CHN201107230,rodrw002,HOU,21,25,2,1,7,1,20110723,0,regular
CHN201107230,wellr001,CHN,18,24,1,2,4,1,20110723,0,regular
CIN201107230,lowed001,ATL,15,22,4,2,1,1,20110723,0,regular
CIN201107230,bailh001,CIN,18,28,2,3,3,1,20110723,0,regular
FLO201107230,capuc001,NYN,18,25,4,3,6,1,20110723,0,regular
FLO201107230,hensc002,FLO,15,23,2,4,2,1,20110723,0,regular
KCA201107230,niemj001,TBA,18,26,2,0,4,1,20110723,0,regular
KCA201107230,franj003,KCA,15,25,3,2,6,1,20110723,0,regular
LAN201107230,gorzt001,WAS,9,19,5,1,3,1,20110723,0,regular
LAN201107230,lillt001,LAN,15,25,6,2,6,1,20110723,0,regular
MIN201107230,pennb002,DET,21,28,4,3,4,1,20110723,0,regular
MIN201107230,bakes002,MIN,15,18,0,1,5,1,20110723,0,regular
NYA201107230,hardr001,OAK,16,24,2,4,6,1,20110723,0,regular
NYA201107230,burna001,NYA,17,27,3,3,6,1,20110723,0,regular
PHI201107230,latom001,SDN,18,25,3,2,7,1,20110723,0,regular
PHI201107230,kendk001,PHI,17,23,3,2,1,1,20110723,0,regular
PIT201107230,garcj004,SLN,22,28,1,1,5,1,20110723,0,regular
PIT201107230,corrk001,PIT,14,25,7,3,2,1,20110723,0,regular
SFN201107230,wolfr001,MIL,18,28,3,3,6,1,20110723,0,regular
SFN201107230,voger001,SFN,15,20,2,2,3,1,20110723,0,regular
TEX201107230,villc001,TOR,17,27,3,0,1,1,20110723,0,regular
TEX201107230,harrm001,TEX,20,26,4,0,8,1,20110723,0,regular
ARI201107240,jimeu001,COL,15,27,5,2,8,1,20110724,0,regular
ARI201107240,owinm001,ARI,15,19,0,3,2,1,20110724,0,regular
BAL201107240,chatt001,ANA,21,25,2,0,5,1,20110724,0,regular
BAL201107240,guthj001,BAL,21,31,3,4,1,1,20110724,0,regular
BOS201107240,pinem001,SEA,13,22,7,1,4,1,20110724,0,regular
BOS201107240,waket001,BOS,19,29,7,1,4,1,20110724,0,regular
CHN201107240,lylej001,HOU,18,27,3,1,5,1,20110724,0,regular
CHN201107240,garzm001,CHN,21,29,2,3,9,1,20110724,0,regular
CIN201107240,beacb001,ATL,18,27,1,4,4,1,20110724,0,regular
CIN201107240,willd003,CIN,19,27,3,3,3,1,20110724,0,regular
CLE201107240,jacke001,CHA,18,24,2,3,3,1,20110724,0,regular
CLE201107240,mastj001,CLE,21,27,1,1,6,1,20110724,0,regular
FLO201107240,gee-d001,NYN,15,25,3,3,3,1,20110724,0,regular
FLO201107240,sanca004,FLO,21,32,4,0,8,1,20110724,0,regular
KCA201107240,cobba001,TBA,21,25,0,0,2,1,20110724,0,regular
KCA201107240,paulf001,KCA,17,28,4,2,6,1,20110724,0,regular
LAN201107240,marqj001,WAS,18,27,3,4,2,1,20110724,0,regular
LAN201107240,billc001,LAN,21,26,1,2,10,1,20110724,0,regular
MIN201107240,porcr001,DET,18,24,2,2,4,1,20110724,0,regular
MIN201107240,lirif001,MIN,7,17,4,4,3,1,20110724,0,regular
NYA201107240,gonzg003,OAK,14,25,6,3,5,1,20110724,0,regular
NYA201107240,colob001,NYA,21,28,2,1,4,1,20110724,0,regular
PHI201107240,staut001,SDN,17,29,5,4,5,1,20110724,0,regular
PHI201107240,hallr001,PHI,24,34,2,1,8,1,20110724,0,regular
PIT201107240,lohsk001,SLN,15,19,2,0,4,1,20110724,0,regular
PIT201107240,mortc002,PIT,16,26,3,5,3,1,20110724,0,regular
SFN201107240,gally001,MIL,21,27,2,1,5,1,20110724,0,regular
SFN201107240,bumgm001,SFN,23,29,1,0,8,1,20110724,0,regular
TEX201107240,cecib001,TOR,27,33,0,2,7,1,20110724,0,regular
TEX201107240,ogana001,TEX,20,28,3,2,6,1,20110724,0,regular
ATL201107250,mcdoj004,PIT,16,24,0,0,9,1,20110725,0,regular
ATL201107250,hudst001,ATL,21,27,3,3,8,1,20110725,0,regular
BOS201107250,davik002,KCA,18,23,1,1,6,1,20110725,0,regular
BOS201107250,lestj001,BOS,16,22,1,2,6,1,20110725,0,regular
CHA201107250,belod001,DET,14,22,4,2,1,1,20110725,0,regular
CHA201107250,buehm001,CHA,18,29,0,1,4,1,20110725,0,regular
CIN201107250,dickr001,NYN,20,28,2,1,7,1,20110725,0,regular
CIN201107250,leakm001,CIN,19,29,2,2,3,1,20110725,0,regular
CLE201107250,hared001,ANA,23,27,1,2,10,1,20110725,0,regular
CLE201107250,carmf001,CLE,18,24,0,3,3,1,20110725,0,regular
LAN201107250,nicaj001,COL,17,25,5,2,5,1,20110725,0,regular
LAN201107250,delar003,LAN,18,24,1,4,5,1,20110725,0,regular
NYA201107250,vargj001,SEA,12,22,4,1,2,1,20110725,0,regular
NYA201107250,garcf002,NYA,23,31,3,1,5,1,20110725,0,regular
OAK201107250,hellj001,TBA,15,23,3,4,2,1,20110725,0,regular
OAK201107250,moscg001,OAK,15,26,5,4,0,1,20110725,0,regular
PHI201107250,haraa001,SDN,18,26,4,2,2,1,20110725,0,regular
PHI201107250,lee-c003,PHI,12,23,5,1,5,1,20110725,0,regular
SLN201107250,happj001,HOU,14,23,6,3,1,1,20110725,0,regular
SLN201107250,mcclk001,SLN,21,26,1,0,5,1,20110725,0,regular
TEX201107250,blacn001,MIN,8,20,6,0,0,1,20110725,0,regular
TEX201107250,holld003,TEX,18,23,0,0,4,1,20110725,0,regular
ATL201107260,karsj001,PIT,15,23,3,3,3,1,20110726,0,regular
ATL201107260,hanst001,ATL,18,27,3,2,6,1,20110726,0,regular
BOS201107260,duffd001,KCA,11,21,6,3,5,1,20110726,0,regular
BOS201107260,milla002,BOS,11,22,5,2,1,1,20110726,0,regular
CHA201107260,verlj001,DET,24,31,4,1,7,1,20110726,0,regular
CHA201107260,peavj001,CHA,18,28,4,1,6,1,20110726,0,regular
CIN201107260,niesj001,NYN,15,23,5,2,5,1,20110726,0,regular
CIN201107260,cuetj001,CIN,15,26,0,1,5,1,20110726,0,regular
CLE201107260,weavj003,ANA,21,27,1,2,5,1,20110726,0,regular
CLE201107260,tomlj001,CLE,24,29,2,1,3,1,20110726,0,regular
LAN201107260,chacj001,COL,18,24,1,1,2,1,20110726,0,regular
LAN201107260,kersc001,LAN,20,30,2,2,6,1,20110726,0,regular
MIL201107260,dempr002,CHN,18,25,3,1,7,1,20110726,0,regular
MIL201107260,narvc001,MIL,15,24,2,1,3,1,20110726,0,regular
NYA201107260,fistd001,SEA,21,28,3,1,5,1,20110726,0,regular
NYA201107260,sabac001,NYA,21,25,1,3,14,1,20110726,0,regular
OAK201107260,pricd001,TBA,18,28,4,4,4,1,20110726,0,regular
OAK201107260,mccab001,OAK,24,32,1,2,3,1,20110726,0,regular
PHI201107260,zitob001,SFN,21,28,6,2,4,1,20110726,0,regular
PHI201107260,worlv001,PHI,27,32,2,1,5,1,20110726,0,regular
SDN201107260,saunj001,ARI,27,33,1,1,4,1,20110726,0,regular
SDN201107260,mosed001,SDN,21,30,4,2,5,1,20110726,0,regular
SLN201107260,myerb001,HOU,24,31,3,0,4,1,20110726,0,regular
SLN201107260,westj001,SLN,18,27,1,1,3,1,20110726,0,regular
TEX201107260,pavac001,MIN,15,26,8,2,1,1,20110726,0,regular
TEX201107260,wilsc004,TEX,12,23,5,4,3,1,20110726,0,regular
TOR201107260,arrij001,BAL,15,23,4,2,4,1,20110726,0,regular
TOR201107260,morrb001,TOR,10,21,6,1,5,1,20110726,0,regular
WAS201107260,nolar001,FLO,17,23,2,3,4,1,20110726,0,regular
WAS201107260,zimmj003,WAS,20,29,6,0,5,1,20110726,0,regular
ATL201107270,mahop002,PIT,21,29,1,0,8,1,20110727,0,regular
ATL201107270,jurrj001,ATL,21,27,1,3,4,1,20110727,0,regular
BOS201107270,chenb001,KCA,12,24,10,3,3,1,20110727,0,regular
BOS201107270,lackj001,BOS,17,30,3,1,3,1,20110727,0,regular
CHA201107270,schem001,DET,18,27,2,4,8,1,20110727,0,regular
CHA201107270,dankj001,CHA,18,28,1,3,10,1,20110727,0,regular
CIN201107270,pelfm001,NYN,27,33,2,0,3,1,20110727,0,regular
CIN201107270,arrob001,CIN,18,28,4,3,3,1,20110727,0,regular
CLE201107270,sante001,ANA,27,29,0,1,10,1,20110727,0,regular
CLE201107270,huffd001,CLE,17,24,1,0,4,1,20110727,0,regular
LAN201107270,cooka002,COL,21,28,0,2,2,1,20110727,0,regular
LAN201107270,kuroh001,LAN,18,27,1,3,6,1,20110727,0,regular
MIL201107270,zambc001,CHN,20,28,2,2,3,1,20110727,0,regular
MIL201107270,greiz001,MIL,20,25,0,3,9,1,20110727,0,regular
NYA201107270,hernf002,SEA,21,29,1,4,5,1,20110727,0,regular
NYA201107270,hughp001,NYA,18,26,2,1,3,1,20110727,0,regular
OAK201107270,shiej002,TBA,12,25,10,2,2,1,20110727,0,regular
OAK201107270,cahit001,OAK,22,29,0,4,6,1,20110727,0,regular
PHI201107270,cainm001,SFN,21,27,0,1,1,1,20110727,0,regular
PHI201107270,hamec001,PHI,23,31,2,1,6,1,20110727,0,regular
SDN201107270,kenni001,ARI,18,23,2,1,9,1,20110727,0,regular
SDN201107270,luebc001,SDN,18,25,4,2,6,1,20110727,0,regular
SLN201107270,norrb001,HOU,18,25,1,2,5,1,20110727,0,regular
SLN201107270,carpc002,SLN,21,28,2,1,8,1,20110727,0,regular
TEX201107270,duenb001,MIN,20,27,1,1,6,1,20110727,0,regular
TEX201107270,lewic001,TEX,20,29,4,2,5,1,20110727,0,regular
TOR201107270,simoa001,BAL,15,24,3,2,7,1,20110727,0,regular
TOR201107270,romer002,TOR,25,32,0,3,9,1,20110727,0,regular
WAS201107270,vazqj001,FLO,21,30,1,3,4,1,20110727,0,regular
WAS201107270,hernl003,WAS,12,20,4,3,5,1,20110727,0,regular
ATL201107280,corrk001,PIT,19,26,1,1,3,1,20110728,0,regular
ATL201107280,lowed001,ATL,15,25,3,3,5,1,20110728,0,regular
BOS201107280,hochl001,KCA,21,28,2,1,6,1,20110728,0,regular
BOS201107280,beckj002,BOS,21,29,3,3,8,1,20110728,0,regular
CIN201107280,capuc001,NYN,16,26,6,3,4,1,20110728,0,regular
CIN201107280,bailh001,CIN,12,24,9,2,2,1,20110728,0,regular
DET201107280,pinej001,ANA,10,17,5,1,0,1,20110728,0,regular
DET201107280,pennb002,DET,10,19,7,1,0,1,20110728,0,regular
MIL201107280,wellr001,CHN,18,26,4,2,2,1,20110728,0,regular
MIL201107280,marcs001,MIL,18,26,2,1,4,1,20110728,0,regular
OAK201107280,daviw001,TBA,18,24,5,0,6,1,20110728,0,regular
OAK201107280,hardr001,OAK,18,21,2,2,7,1,20110728,0,regular
PHI201107280,linct001,SFN,18,25,0,4,6,1,20110728,0,regular
PHI201107280,kendk001,PHI,19,27,3,2,4,1,20110728,0,regular
SDN201107280,hudsd001,ARI,18,28,4,2,6,1,20110728,0,regular
SDN201107280,latom001,SDN,16,24,3,4,7,1,20110728,0,regular
SLN201107280,rodrw002,HOU,21,26,1,1,6,1,20110728,0,regular
SLN201107280,garcj004,SLN,18,27,4,2,3,1,20110728,0,regular
TEX201107280,bakes002,MIN,21,27,2,0,4,1,20110728,0,regular
TEX201107280,harrm001,TEX,22,30,1,1,2,1,20110728,0,regular
TOR201107280,bergb002,BAL,9,19,4,3,0,1,20110728,0,regular
TOR201107280,villc001,TOR,15,24,4,2,1,1,20110728,0,regular
WAS201107280,handb001,FLO,11,19,1,6,3,1,20110728,0,regular
WAS201107280,lannj001,WAS,17,26,4,4,4,1,20110728,0,regular
ATL201107290,hensc002,FLO,21,25,3,0,3,1,20110729,0,regular
ATL201107290,beacb001,ATL,22,26,0,3,6,1,20110729,0,regular
CHA201107290,waket001,BOS,21,27,3,2,5,1,20110729,0,regular
CHA201107290,floyg001,CHA,21,25,1,2,6,1,20110729,0,regular
CIN201107290,voger001,SFN,18,27,3,2,1,1,20110729,0,regular
CIN201107290,willd003,CIN,18,26,2,2,3,1,20110729,0,regular
CLE201107290,franj003,KCA,24,28,0,1,6,1,20110729,0,regular
CLE201107290,carrc003,CLE,10,20,7,3,1,1,20110729,0,regular
